similarity_sc,levenshtein_sc,similarity_LSTM,levenshtein_LSTM,similarity_markov,levenshtein_markov,similarity_markov_2,levenshtein_markov_2
0.49242424242424243,117,0.6062717770034843,169,0.8070175438596491,78,0.6666666666666666,100
0.48936170212765956,75,0.6626506024096386,48,0.620253164556962,55,0.5777777777777777,56
0.4322033898305085,164,0.6728971962616822,113,0.7157894736842105,134,0.75,117
0.521311475409836,252,0.75177304964539,178,0.6690140845070423,210,0.6575342465753424,203
0.6666666666666666,82,0.7189189189189189,69,0.7877094972067039,60,0.4818181818181818,129
0.4,131,0.75,86,0.568,116,0.6259541984732825,117
0.46111111111111114,318,0.6748466257668712,231,0.48823529411764705,271,0.5898876404494382,285
0.6907216494845361,78,0.8160919540229885,48,0.69,80,0.7752808988764045,61
0.48226950354609927,78,0.7591240875912408,47,0.811965811965812,43,0.6466165413533834,60
0.5377358490566038,101,0.4921875,103,0.5754716981132075,98,0.472,115
0.6205357142857143,150,0.8045454545454546,104,0.6742081447963801,133,0.6378600823045267,139
0.4636363636363636,197,0.705607476635514,126,0.5971563981042654,161,0.5409090909090909,186
0.5238095238095238,21,0.3026315789473684,69,0.7692307692307693,17,0.7142857142857143,20
0.4166666666666667,72,0.8404255319148937,42,0.7052631578947368,51,0.78125,47
0.5384615384615384,26,0.6363636363636364,20,0.5384615384615384,26,0.5362318840579711,27
0.425531914893617,82,0.735632183908046,41,0.5909090909090909,64,0.6477272727272727,66
0.6063829787234043,59,0.6836734693877551,45,0.6853932584269663,50,0.6391752577319587,54
0.5110132158590308,151,0.6166666666666667,141,0.6108597285067874,133,0.5872340425531914,137
0.4781021897810219,232,0.5272108843537415,311,0.6083650190114068,195,0.554006968641115,223
0.5809128630705395,314,0.8783783783783784,156,0.7314410480349345,261,0.7211740041928721,328
0.4892086330935252,163,0.5793103448275863,136,0.5555555555555556,144,0.5269461077844312,146
0.5602094240837696,96,0.6040609137055838,87,0.6170212765957447,90,0.5846153846153846,95
0.5116279069767442,44,0.825,25,0.6341463414634146,41,0.725,36
0.423841059602649,117,0.6985294117647058,85,0.6788321167883211,86,0.515527950310559,124
0.47191011235955055,171,0.7228915662650602,95,0.6887417218543046,124,0.5989010989010989,134
0.5572139303482587,229,0.6367713004484304,208,0.6344086021505376,213,0.5,223
0.5714285714285714,101,0.6960352422907489,87,0.48132780082987553,120,0.5818181818181818,176
0.5454545454545454,134,0.6934673366834171,112,0.6040609137055838,122,0.5970149253731343,127
